nomeFantasia,previsao_risco
Mrs. Kathleen Taylor,0
Gerard Marshall-Clarke,1
Helen O'Donnell,0
Miss Shirley Noble,1
Simon Begum-Ward,0
Miss Sharon Wood,0
Katie Bevan,0
Ms. Christine Knight,0
Dominic Taylor,1
Angela Williams,0
Abdul Hamilton,0
Paula Potts-Quinn,0
Mrs. Sally Walker,1
Mr. Terence Reynolds,0
Leon Smith,0
Leon Smith,1
Leon Smith,0
Mr. Oliver Hussain,0
Leon Smith,0
Georgina Lawson,0
Ms. Francesca Coates,0
Elaine Bray-Chapman,0
Lynn Shaw-Palmer,0
Marcus Thomas-Marshall,0
Trevor Read,0
Duncan Brown-Wright,0
Michelle Perry,0
Nathan Jones,0
Matthew Gordon,0
Terence Barton,0
Mr. Ricky Williams,0
Alison Stone,1
Raymond Parker,1
Mr. Julian Baker,0
Dr. Simon Howard,1
Lawrence Nicholson,0
Lynne Alexander-Hill,0
Mrs. Hollie Clark,0
Judith Fowler,1
Jemma Wilkinson,1
Patrick Black,0
Allan Morgan,1
Miss Charlene Brown,1
Joel Evans,0
Brett Young-Marshall,1
Alison Stone,0
Natasha Hussain,0
Katy White,0
Mrs. Megan Brooks,0
Judith Fowler,1
Judith Fowler,0
Lynda Lewis-Akhtar,0
Gregory King,0
Dr. Jeremy Cooper,0
Kim Randall,1
Lorraine Hughes,0
Mr. Kenneth Richards,0
Miss Sharon Wood,0
Donna Wood,0
Mr. Richard Andrews,1
Mrs. Kim Williams,1
Dr. Simon Howard,1
Karl Thomas,0
Mr. Mohammed Clarke,0
Tom Robinson,0
Derek Kelly-Barker,1
Shirley Dunn-Richardson,0
Miss Carolyn Smith,0
Sylvia Wilson,0
Miss Annette Begum,0
Christine Smith,1
Suzanne Gordon,1
Brett Johnston,0
Suzanne Gordon,0
Victoria Harper,1
Mrs. Charlotte Nelson,0
Justin Quinn-Stanley,0
Jordan Parker,0
Ms. Jill Bird,0
Danielle Jackson,0
Jordan Parker,0
Terry Carter,0
Mr. Thomas White,0
Mrs. Beverley Khan,0
George Henderson,1
Miss Sharon Wood,0
Sally Allen,1
Linda Bradley,0
Alex May,0
Mohamed Rose,0
Duncan Dawson-Green,0
Geoffrey Young,0
Amelia Simpson,0
Mr. Ryan Moore,0
Nicholas Hunt,1
Dr. Phillip Begum,0
Donna Wood,0
Pauline Sharp,1
Terence Kirby,1
Charlie Hayes-Hancock,0
Holly Carroll,0
Mr. Richard Andrews,1
Vanessa Cunningham,1
Eleanor Browne,0
Gemma Simpson,0
Gregory Martin,0
Janet Parkinson,1
Vanessa Clarke-Lees,1
Vanessa Shah-Price,0
Jacqueline Morley,0
Dr. Julia Mann,0
Dr. Julia Mills,1
Geraldine Pope-Palmer,0
Ms. Ann Allen,1
Beth Arnold,0
Kathleen Thomas,0
Dr. Bernard Holland,0
Frances Doyle,0
Dr. Annette Pugh,0
Mr. Garry Green,1
Antony Bennett,0
Peter Black,0
Dale O'Sullivan,0
Sally Allen,0
Miss Mandy Richardson,0
Mr. Iain Sykes,0
Alexander Saunders,0
Leon Smith,1
Dr. Bethan Newton,0
Leon Smith,1
Mr. Oliver Hussain,0
Leon Smith,1
Leon Smith,1
Kyle Thompson,0
Miss Mandy Richardson,0
Garry Smith-Noble,0
Dominic Stephenson-Potter,1
Brandon Gibson,1
Dr. Charles Wilson,0
Leon Smith,0
Ms. Joanne Cook,0
Caroline Hale,0
James Davies,0
Dr. Maurice Garner,0
Matthew Kaur,1
Marian Mitchell,0
Andrea Butler,0
Dr. Lynne Taylor,0
Clare Barker-Parker,1
Kenneth Banks,0
Jennifer Freeman-Barrett,0
Dominic Stephenson-Potter,0
Dr. Simon Williams,1
Oliver Ali,0
Dr. Jeremy Cooke,0
Gemma Robinson,1
Kenneth Stevens,0
Adrian Turner,0
Annette Perkins,1
Joanne Holmes,0
Benjamin Brown-Evans,0
Damien Richards-Davies,0
William Hart,0
Cameron Woods,0
Katherine O'Brien,1
Dr. Eric Ashton,1
Dr. Eric Ashton,0
Karen Reynolds,0
Joel Wilkinson,0
Mrs. Shirley Davies,0
Mr. Peter Browne,0
Joanna Hall,0
Eleanor Wilson,1
Andrew Lane-Barry,0
Stanley Davies,0
Kenneth Thomson,0
Ms. Sophie Perry,0
Dr. Julia Mann,1
Dr. Julia Mann,0
Stewart Fisher,1
Pauline Wilson-Francis,0
Mrs. Marion Cartwright,0
Raymond Patel,0
Chloe Chapman,1
Frank Carr,0
Luke Collier,0
Andrea Todd,0
Miss Jane Price,0
Bruce Morgan,0
Dr. Ruth Kaur,0
Marcus Price,0
Dr. Marian Horton,0
Dr. Lee Jones,1
Dr. Lynne Taylor,1
Jamie Edwards,0
Clifford Allan,0
Dr. Conor Stokes,0
Gavin Singh,1
Anne Payne,0
Dr. Nicola Cooke,0
Eleanor Wilson,1
Callum Hopkins,0
Dr. Conor Stokes,0
Dr. Nicola Cooke,1
Ian Thornton,0
Sarah Hughes-Wright,1
Neil Gallagher,0
Steven Jennings,1
Angela Williams,0
Keith Phillips,0
Terence Green,0
Eleanor Wilson,1
Lynn Dixon,1
Mr. Lawrence Williams,0
Miss Alexandra Graham,0
Max Tomlinson,0
Mr. Glenn Pugh,0
Michelle Randall,0
Jodie White,1
Dr. Ruth Kaur,0
Jodie White,0
Mohammad Martin,0
Conor Clarke-Turner,0
Steven Jennings,1
Georgia Booth,1
Dr. Nicola Cooke,0
Sarah Hughes-Wright,0
Sylvia Morris,1
Mr. Glenn Kent,0
Joel Evans,0
Mrs. Anna Nolan,0
Dr. Matthew Wright,0
Victor Stokes,0
Carolyn Jarvis,0
Albert Morris,0
Dr. Sean Warner,1
Dr. Sean Warner,0
Scott Taylor,1
Allan Gardner,0
Declan Richardson-Jones,0
Leslie Foster,1
Sheila Webb,1
Sheila Webb,0
Paige Davies-Simpson,0
Wayne Warren,0
Marilyn Carter,0
Elliott Jones,0
Judith Fowler,0
Dr. Nicola Cooke,0
Georgina Lawson,0
Gillian Rees,0
Hugh Smith-Mellor,1
James Bibi,0
Marc Bibi-Jones,0
Leslie Foster,0
Malcolm Wells,0
Joel Law,1
Sara Lee,0
Dr. Marian Horton,1
Dr. Julia Mann,0
Hazel Swift,0
Adam Simmons,0
Annette Perkins,1
Sylvia Morris,1
Joel Law,1
Rachel Ali-Baker,0
Carole Pickering,0
Jennifer Little-Allan,0
Robert Hall,0
Tracey Owen,1
Dr. Rebecca Jones,0
Rita Graham,0
Victoria Harper,1
Ms. Rosie Schofield,0
Dr. Marian Horton,0
Jennifer Little-Allan,0
Lynda Yates,0
Joe Robson,1
Naomi Bates-Thomas,0
Dr. Malcolm Elliott,0
Ricky Rogers,0
Miss Katy Marsden,0
Dr. Jeremy Cooper,0
Dr. Andrew Atkinson,1
Ms. Amanda Roberts,0
Ms. Dawn Johnson,0
Dr. Samuel Watson,1
Beth Williams,0
Dr. Jeffrey Giles,1
Janet Parkinson,1
Adam Hill,1
Mrs. Megan Brooks,0
Carolyn Hodgson-Stephenson,0
Cheryl Lee,0
Eleanor Browne,1
Donna Khan,0
Amanda Stone,0
Elliott Jones,0
Dr. Jeffrey Giles,1
Kirsty Baxter,0
Callum Bentley,0
Mrs. Sharon Fox,0
Henry Bailey-Taylor,0
Edward Mills,0
Douglas Williams,0
Allan Gardner,0
Eleanor Browne,0
Katherine Brown,0
Mr. Dylan Scott,0
Henry Norton,0
Steven Jennings,0
Dr. Andrew Jones,0
Deborah Scott,1
Deborah Scott,0
Diane Lee,0
Mr. Bryan Johnson,0
Mrs. Kerry Hudson,0
Mr. Wayne Riley,1
Suzanne Gordon,1
Suzanne Gordon,0
Dr. Aaron Turner,0
Natasha Jones,1
Brenda Jones,0
Ms. Marilyn Macdonald,0
Jay Russell,1
Kelly Harrison,1
Mr. Charles Thomas,0
Sam Pickering,0
Jennifer Freeman-Barrett,0
Mr. Wayne Riley,0
Dr. Jeffrey Giles,1
Georgina Craig,0
Mathew Kerr,0
Natasha Jones,1
Miss Kim Parker,1
Jennifer Freeman-Barrett,0
Barbara Saunders,0
Brian Benson-Brown,1
Brian Benson-Brown,1
Christine Palmer-Moss,0
Rachel Hussain-Brady,0
Alexandra Doherty,0
Conor Clarke-Turner,0
Nicholas Graham,0
Alex Reed,0
Dr. Bethany Ellis,1
Dr. Jeremy Parsons,1
Georgina Craig,0
Mohammed Page,0
Molly Gray,0
Dawn Phillips,0
Victor Davidson,0
Miss Carol Page,0
Aaron Hughes,0
Dr. Lynne Taylor,1
Heather Jordan,1
Christopher James-Williams,0
Alex Clark,0
Ashley Jackson,0
Dr. Kenneth McDonald,0
Dr. Olivia Chandler,0
Ms. Lisa Morgan,1
Dr. Alexandra Smith,0
Dominic Taylor,1
Katy Page,0
Mr. Alan Davidson,0
Stephanie Thompson,1
Nicholas Hunt,1
Dr. Beverley Simmons,1
Ms. Gail Hill,0
Mr. Iain Sykes,0
Gavin Singh,1
Dr. Jeremy Cooke,0
Oliver Robinson,1
Kimberley Murray,0
Dr. Katherine Wright,0
Mr. Jeffrey Baxter,0
Gerald Brown,0
Francesca Graham,0
Miss Ellie Kelly,0
Toby Chambers,0
Oliver Robinson,0
Dr. Antony Holden,0
Miss Nicola Smith,0
Jeremy Davies,0
Dr. Joshua Riley,0
Gemma Robinson,0
Gemma Oliver,0
Tina Jones,0
Graeme Scott-Gibbons,1
Charles Jones-Roberts,1
Dr. Gregory Morgan,0
Eleanor Wilson,1
Dr. Mary Stokes,1
Dawn Phillips,0
Simon Wright,0
Eric Nash-Robinson,0
Eleanor Wilson,1
Maurice Gilbert,0
Kevin Ross,0
Nicholas Hunt,1
Mrs. Jasmine Lynch,1
Vincent Stephenson,1
Grace Robinson-Pollard,0
Cheryl McDonald,1
Aimee Marshall,0
Miss Jodie Gordon,0
Mathew Kerr,0
Natasha Hussain,0
Charles Jones-Roberts,1
Arthur Glover,0
Sara Lee,0
Derek Hopkins,0
Simon Wright,0
Geoffrey Young,0
Lewis Collins,0
Jay Rose-Berry,1
Linda Bradley,0
Ms. Hannah Smith,0
Mr. Leon Phillips,0
Frank Howard,1
Pamela O'Connor-Elliott,0
Vanessa Carter,0
Jean Brown,0
Nicola Hall,0
Deborah Scott-Spencer,0
Suzanne Barlow,0
Ann Jackson,1
Abdul Macdonald,0
Dr. Jeffrey Saunders,0
Dale Lowe,0
Dr. Janice Moss,0
Ann Jackson,0
Sarah Hughes-Wright,0
Geoffrey Young,0
Howard Jennings,0
Joel Wilkinson,0
Vanessa Clarke-Lees,0
Ellie Davies-Skinner,0
Colin Evans,0
Ms. Lynn Thomas,1
Lesley Hutchinson,0
Mohammad Barker-Cross,0
Shirley Hughes,0
Maurice Cox,0
Mr. Guy Lamb,0
Marc Booth,0
Declan Dawson,1
Douglas Murphy,0
Alexander Miles,0
Dr. Joe Osborne,0
Linda Cook,0
Dr. Jessica George,0
Kate Turner-Baldwin,1
Kenneth Bradley,1
Michael Richardson,0
Mr. Garry Mitchell,0
Colin Dawson,0
Kate Turner-Baldwin,0
Jenna Hughes-Griffiths,0
Janet Parkinson,1
Bryan Evans,1
Mr. Elliot Jackson,1
Jordan Davies,0
Ms. Nicola Adams,0
Stephanie Thompson,0
Bryan Evans,0
Shirley Hanson-Harrison,0
Vincent Walker-Kaur,0
Alexander Ashton,1
Terry Barnett,0
Dr. Karl Mitchell,0
Philip Thompson-Martin,0
Tracey Thomas-Taylor,0
Lynne Richardson,0
Kimberley Miller,0
Danielle Short,1
Zoe Vaughan-Turner,1
Colin Rice,1
Sara Lee,0
Martin Wilson,0
Mohammed Cook,1
Mrs. Anne Morris,0
Kenneth Bradley,0
Dr. Joanna Parsons,1
Natalie Edwards,1
Natalie Edwards,0
Mathew Gibson,1
Katie Leach-Barnes,0
Mandy Blake,0
Alexander Ashton,1
Dylan Russell,0
Lauren Allen-White,0
Natasha Jones,1
Iain Byrne,0
Leslie Smith,1
Naomi Dennis,0
Dr. Karl Mitchell,0
Leonard Williams,0
Dr. Peter Bryan,0
Dr. Olivia Chandler,0
Sam Green,0
Mrs. Megan Brooks,0
Mrs. Pamela Farrell,0
Mrs. Beverley Khan,1
Dr. Julia Mills,1
Harriet Kirk,0
Mrs. Lindsey Harrison,0
Gemma Robinson,0
Mr. Cameron Wilkins,0
Patricia Reynolds,0
Dr. Timothy Curtis,0
Ms. Zoe Ryan,1
Ms. Zoe Ryan,0
Miss Mandy Richardson,0
Dr. Kieran Burns,0
Martyn Bishop,0
Damien Richards-Davies,0
Mary Abbott,0
Mrs. Tracey Hughes,0
Marcus Shepherd,0
Clive Jones,0
Heather Woodward-Atkinson,0
Dr. Leslie Atkinson,0
Jacqueline Rowe,1
Mrs. Beverley Khan,0
Nicola Wells,0
Victor Townsend,0
Anthony Green,0
Mr. Elliot Henry,0
Adrian Richardson,1
Jacqueline Rowe,0
David Franklin-Harris,1
Mrs. Dorothy Robinson,0
Hilary Davis,0
Mr. Brett Kelly,0
Benjamin Higgins,1
Jonathan Fletcher,1
Jonathan Fletcher,0
Leslie Howard,0
Rachael Jenkins,0
Mohamed Woodward,0
Benjamin Stevenson,0
Roy Williams-Jones,0
Dr. Malcolm Young,0
Dr. Sophie Green,0
Hilary Davis,1
Robin Thompson,1
Hilary Davis,1
Dr. Hazel Smith,0
Annette Perkins,1
Miss Joanne Wilson,0
Billy Bolton,1
Hilary Davis,0
John Holmes,0
Donna Wood,0
Trevor Harrison,1
Jane May,0
Benjamin Higgins,0
Adrian Turner,0
Patrick Hughes,0
Mr. Stanley Pearson,0
Jonathan Webb,1
Danielle Baker,0
Bradley Allen,0
Bradley Allen,1
Bradley Allen,1
Dr. Frederick Wright,1
Jane May,0
Callum Smith,1
Mathew White,0
Aaron Sheppard-Martin,1
Mr. Robin Patel,0
Elaine Harding,0
Justin Quinn-Stanley,1
Elaine Harding,1
Julian Brown,0
Mr. Toby Palmer,1
Amber Saunders,1
Dr. Derek Payne,0
Aaron Hughes,0
Gerard Stevens,0
Deborah Jones-Gibson,0
Phillip Taylor,0
Mr. Lee Bradshaw,0
Jeremy Clarke,0
Nicola Wells,0
Lynda Yates,0
Ms. Emma Watts,0
Mrs. Rosie Bowen,0
Jenna King,0
Dr. Ellie Davey,0
Jonathan Webb,1
Lynn Roberts,1
Dr. Lauren Kelly,0
Neil Dale,1
Neil Dale,0
Trevor Harrison,1
Dr. Elaine James,0
Colin Butcher,0
Jennifer Freeman-Barrett,0
Elliot Thomas,1
Katherine Winter-Simpson,0
Leah Fitzgerald,0
Sian Lewis,0
Nicola Wells,0
Miss Mandy Richardson,0
Mr. Callum Richards,0
Mr. Joseph Robinson,1
Leonard Collins,0
Abigail Fox,0
Alan Foster,0
Harriet Jones,0
Mrs. Margaret Nelson,1
Mrs. Margaret Nelson,1
Sian Gibson-Harding,1
Dr. Charles Watts,1
Joanne Adams,0
Jemma Wilkinson,1
Sara Lee,0
Mr. John Simpson,1
Annette Owen-Thomas,1
Shaun Smart-Martin,0
Mrs. Abbie Gill,0
Trevor Williams,1
Clifford Evans,0
Mrs. Abbie Gill,0
Dr. Mitchell Jones,1
Judith Adams,0
Mr. John Simpson,1
Linda Thomas,0
Mr. Julian Smart,0
Reece Burrows-Mitchell,0
Ricky Gibbons,0
Ricky Gibbons,0
Malcolm Harrison,0
Mandy Stewart,1
Billy White-Thomas,1
Dr. Roger Hodgson,1
Mandy Stewart,0
Janet Edwards-Noble,0
Naomi Parkin-Todd,0
Rebecca Ward,0
Leanne Perry,0
Paige Hughes-Lee,0
Dr. Lauren Robinson,0
Alex Bradley,0
Dr. Andrea Wright,0
Karl Thomas,0
Stanley Saunders,0
Sylvia Sykes,0
Jemma Henry,0
June Rogers,0
Miss Alexandra Graham,0
Ms. Donna Smith,0
Jay Hammond,0
Dr. Katherine Richardson,0
Joel Flynn,0
Wayne Mahmood,0
Carolyn Hunter,0
Marilyn Holden,0
Mr. Sam Sanderson,0
Mr. Wayne Holloway,1
Dr. Josephine Scott,0
Justin Kay,0
Mr. Leon Smith,0
Harry Ali,1
Gillian Mason,0
Jordan Stevens,0
Natalie King,0
Marie Chapman,0
Rebecca Hall,0
Marc Miller,0
Abdul Wood,0
Louis O'Donnell,1
Chelsea Smith-Cox,0
Gavin Payne,0
Lesley Pearce,0
Andrew Rhodes,0
Alexander Harper,0
Amy Stokes,1
Brett Edwards,0
Gail Smith,1
Samuel Smith-Watts,0
Sylvia Morris,1
Kieran Summers-Chandler,0
Beverley Price,0
Dr. Marian Smith,1
Dr. Marian Smith,0
Miss Samantha Nash,0
Dr. Marian Smith,0
Dr. Diane Bird,1
Dr. Tony Barnett,0
Paula Jackson-Kent,0
Elliot Thomas,1
Dr. Joanna Parsons,1
Mitchell Robinson,0
Natasha Jones,1
Jenna Parsons,0
Joan Todd,0
Dr. David Lucas,0
Holly Smith-Ahmed,0
Mr. Ben Hughes,0
Dorothy Brown,1
Diana Davis-Graham,0
Kimberley Williams,0
Shannon Thomas,0
Dr. David Lucas,0
Kerry Bowen,0
Dr. Paul Blake,0
Roger Edwards,0
Daniel Austin,0
Barbara Baker,0
Luke Mitchell-Bates,0
Brenda Allen,0
Jack Ellis-Hawkins,0
Jordan Mahmood,0
Nicholas Talbot-Leonard,0
Mrs. Kirsty Collins,1
Gordon Phillips-Burton,0
Holly Jones,1
Mr. Ben Hughes,0
Nigel Wells,1
Holly Jones,0
Miss Mandy Richardson,0
Iain Smith-Gardiner,1
Mrs. Julie Forster,1
Iain Smith-Gardiner,0
Janet Owen,0
Dr. Cameron Savage,0
Janet Owen,0
Mr. Joshua Bell,0
Jack Wells,0
Dr. Reece Hudson,0
Aimee Wallace,0
Francis Andrews,0
Nathan Jones,1
Diana Davis-Graham,1
Nathan Hunt,0
Jay Hurst,0
Terence O'Connor,1
Diana Davis-Graham,0
Mrs. Olivia Jones,1
Mrs. Olivia Jones,1
Mr. Denis Green,0
Christopher Morgan,0
Scott Lewis,0
Nigel Wells,0
Aimee Wallace,0
Aimee Wallace,0
Aimee Wallace,0
Joseph Ryan,0
Aimee Wallace,0
Mr. Sean Perkins,0
Melissa Goodwin,0
Nathan Jones,1
Lauren Lambert,0
Mathew Ward,1
Iain Smith-Gardiner,0
Lynn Roberts,1
Kelly Harrison,1
Ms. Kirsty Powell,0
Dr. Marian Smith,0
Miss Joan Wood,1
Dr. Cameron Savage,0
Tina Davis-Jones,0
Andrea Cooper-Elliott,0
William Hart,0
Philip Wilkinson-Day,0
Mrs. Dawn Kay,0
Dr. Caroline Ali,0
Gavin Coleman,0
Nicola Vaughan,0
Natalie Harrison,0
Antony Wells,0
Leon Woodward,0
Terence Nicholls,0
Adrian Graham,1
Gregory Gould,0
Douglas Francis,0
Ms. Aimee Marshall,0
Susan Carr,1
Ms. Kirsty Powell,0
Mr. Dale Ward,1
Andrea Wade-Stewart,0
Lydia Whitehouse,0
Dr. Brian Bryan,0
Ashley Manning,0
Gordon Cunningham-Clark,0
Miss Shirley Noble,1
Mr. Dale Ward,0
Jade Wilson,0
Lynn Roberts,0
Danielle Jackson,0
Miss Yvonne Peters,0
Jay Russell,1
Mr. Jay Robinson,0
Craig Fletcher,0
Diana Brookes,0
Mary Harrison,1
Ashleigh Hall,0
Callum Smith,1
Gregory Shaw,0
Miss Mandy Richardson,0
Denise Shaw-Jordan,0
Mathew Watson,0
Miss Lydia Morris,0
Paige Dawson,0
Lynne Fisher,0
Dr. Bruce Ellis,0
Victor Waters,0
Dr. Joanna Parsons,1
Abigail Fox,0
Stephen Kelly,1
Stephen Kelly,0
Shaun Walters-Hall,0
Callum Smith,1
Callum Smith,1
Mary Harrison,1
Dr. Janice Moss,0
Shaun Fuller,1
Marc Bibi-Jones,0
Joel Evans,0
Julian Brown,0
Brett Young-Marshall,1
Martin Price-Collins,0
Elliot Thomas,1
Dr. Stewart Waters,1
Connor Barker-Taylor,0
Dr. Stewart Waters,0
Jake Bradley,0
Linda Cook,0
Dr. Nicole Green,0
Francesca Hooper,0
Mr. Terry Lyons,0
Deborah Scott-Spencer,0
Dr. Jeremy Thomas,0
Deborah Scott-Spencer,0
Ms. Jill Bird,0
Margaret Jones,0
Ms. Rita Butler,0
Elaine Kaur,0
Elaine Bray-Chapman,0
Patricia Reynolds,1
Patricia Reynolds,0
Dr. Albert Saunders,0
Paula Bennett,0
Dr. Teresa Hope,0
Elaine Kaur,0
Dominic Taylor,1
June Rose,0
Mr. Douglas Smith,0
Neil Gallagher,0
Elliot Welch,0
Naomi Hughes,1
Mr. George Jenkins,0
Dominic Taylor,1
Charlotte Harrison,1
Liam Dawson,0
Jenna King,0
Jean Evans,0
Ms. Kate Forster,0
Jay Hurst,0
Joanne Johnson,0
Paula Bennett,0
Matthew White,1
Arthur Kent-Owen,0
Sandra Anderson,0
Brett Johnston,0
Ms. Debra Leach,0
Pauline Todd,1
Brenda Carter,0
Joanne Johnson,0
Edward Griffiths-Naylor,0
June Sullivan,1
June Sullivan,0
Ryan Andrews-Turner,1
Denise Harrison,0
Matthew White,0
Dr. Iain Morgan,0
Elaine Hawkins,1
Trevor Harrison,1
Fiona Wade,1
Anna Perkins,0
Dr. Heather Buckley,0
Mr. Vincent Ellis,1
Mr. Jonathan Johnson,1
Josephine Webb,0
Joyce Jenkins,0
Jack Ellis-Hawkins,0
Annette Perkins,1
Toby Chambers,0
Dr. Kieran Morris,1
Dr. Stephen Owen,0
Mr. Leon Wilkinson,1
Danny Bell,0
Yvonne Dixon,0
Kayleigh Brown-Miles,0
Shaun Fuller,1
Mr. Charlie Reed,0
Anne Payne,0
Gillian Mason,0
Marian Day,0
Mr. Jordan Doherty,1
Mr. Jordan Doherty,0
Anne Welch-Campbell,0
Leon Smith,1
Sarah Singh,0
Dr. Marian Horton,0
Leon Smith,0
Marian Day,0
Harriet Kirk,0
Bryan Thomas-Woods,0
Maureen Roberts,1
Dr. Ross Allen,0
Miss Jennifer Shepherd,0
Ms. Kirsty Powell,0
Billy Barrett,1
Mr. Liam Power,0
Louis Hunter,0
Joyce Ward-Ali,0
Heather Davies,1
Peter Sutton,0
Mr. Brandon Davies,0
Charles Harvey,0
Gerard Hudson,0
Mrs. Frances Buckley,0
Oliver Hussain,0
Stacey Hamilton,0
Wendy Glover,0
Matthew White,0
Ms. Rosie Greenwood,0
Louis Stevens,0
Elaine Ford,1
Liam Harper,0
Miss Janice Wells,0
Roy Jones,0
Dr. Vincent Forster,0
Dale Scott,0
Diana Lewis,1
Connor Cox,0
Catherine John-Young,0
Mr. Anthony Barnes,0
Joseph Lee,0
Hazel Dennis,0
Mrs. Janet Higgins,0
Duncan Patel,0
Nathan Jones,1
Dr. Pauline Stewart,0
Brandon Davies,0
Billy Bolton,1
Dr. Matthew Young,0
Clare Patel,1
Heather Davies,1
Andrew Allen,0
Dr. Mohamed Phillips,1
Dr. Mohamed Phillips,0
Dr. Teresa Hope,0
Mr. Callum Richards,0
Sean Ali,0
Steven Kennedy-Jones,0
Lynn Roberts,0
Mandy Gordon,1
Mrs. Heather Williams,1
Dr. Judith Smith,0
Mrs. Lindsey Harrison,0
Mrs. Michelle Stephens,1
Jonathan Fletcher,0
Miss Jodie Gordon,0
Katherine Brown,0
Julia Howard,0
Lauren Berry,0
Brenda Jones,0
Trevor Harrison,1
Dr. Sally Armstrong,1
Dr. Sally Armstrong,0
Miss Kimberley Frost,0
Mrs. Janet Higgins,0
Katherine Clarke,0
Jay Hurst,0
Jacqueline Morley,0
Heather Davies,1
Malcolm Harrison,0
Amy Dean,0
Teresa Ward,0
Bryan Thomas-Woods,0
Charles Cox,1
Mohammed Moore,0
Paula Davis,0
Zoe Vaughan-Turner,1
Katy Reynolds,0
Lindsey Daniels-Scott,0
Heather Gill,0
Mr. Michael Lewis,0
Nathan Jones,1
Zoe Vaughan-Turner,1
Trevor Harrison,1
Abbie Welch,0
Jennifer Little-Allan,0
Joel Law,1
Dr. Stuart Johnson,0
Jemma Hawkins,1
Bryan Thomas-Woods,0
Luke Collier,0
Lewis Manning,1
Mr. Guy Lamb,0
Charles Cox,0
Mrs. Tina Gibson,0
Wayne Heath-Bryant,0
Henry White,0
Ms. Jodie Ward,0
Julie Welch,1
Megan Wood,0
Joanne Adams,0
Kyle Jenkins-Fox,0
Zoe Vaughan-Turner,1
Vanessa Carter,0
Mohammed Moore,0
Ronald Moore,0
Joel Pearson,0
Joel Pearson,1
Marian Day,0
Miss Marie Cole,0
Brett Johnston,0
Ms. Jemma Roberts,0
Thomas Miles,0
Yvonne Gregory,1
George Simpson,0
Dr. Dennis Bartlett,0
Mr. Roger Pearson,0
Ellie Byrne,0
Alex Robinson,0
Ben Russell,1
Ben Russell,0
Holly Collins,0
Dr. Amy Cox,0
Shane Sullivan,0
Karl Thomas,0
Mr. Kenneth Walker,1
Heather Parker,0
Diana Summers,0
Alex Lamb,1
Mohammed Ward,0
Toby Francis,0
Brenda Jones,0
Dale Lowe,0
Mr. Vincent West,0
Judith Clarke,0
Julie King,0
Lindsey Daniels-Scott,0
Vanessa Clarke-Lees,1
Carly Ahmed,0
Miss Maureen Payne,0
Jemma Hawkins,1
Jack Ellis-Hawkins,0
Ms. Amy Wright,0
Leanne Smith,0
Frank Howard,1
Ashley Thomas,0
Patricia Williams,0
Jemma Henry,0
Mrs. Wendy O'Sullivan,0
Dale Fox,0
Paige Thomas,0
Victoria Harper,1
Lynn Dixon,1
Ashley Thomas,0
Marion Walsh,0
Victoria White,0
Shane Gardner,0
Lisa Cameron,1
Bethany Price,0
Eleanor Wilson,1
Lisa Cameron,0
Harry Robinson,0
Toby Coleman,1
Alex Bailey,0
Alison Davidson,0
Dr. Harriet Martin,1
Kelly Gibson,0
Dr. Arthur Curtis,0
Terry Cook,0
Caroline Rhodes,0
Mr. Ross Day,0
Clifford Kennedy,0
Scott Taylor,1
James French,1
Jade Williams,0
Diana Roberts,0
Dr. Marian Horton,0
Conor Bennett,1
Mr. Kenneth Walker,1
Stuart Wade,0
Dr. Howard Clarke,0
Mr. Allan Andrews,1
Robin North,0
Denise Wilson,0
Miss Sophie Ferguson,0
Naomi Bates-Thomas,0
Ashley Thomas,0
Rita Graham,0
Mr. Allan Andrews,0
Kevin O'Donnell,0
Marc Bibi-Jones,0
Dr. Mary Stokes,0
Samuel Sykes,1
Hannah Bennett,0
Samuel Sykes,0
Leah Morley,0
Trevor Harrison,1
Stephen Wilkinson,0
Sylvia Andrews,0
Clare Rees-Moss,0
Lee Chambers,1
Leanne Scott,0
Gavin Holden,0
Stuart Wade,0
Marilyn Murphy,0
Susan Johnston,0
Conor Bennett,0
Ryan Wallis-Reynolds,1
Clifford Burns-White,0
Paige Lloyd,0
Mr. Josh Sharp,1
Amelia Hall-Fox,0
Aimee Cooper,1
Fiona Noble,1
Dr. Edward Stevenson,0
Mrs. Michelle Stephens,1
Fiona Noble,1
Gregory Shaw,0
Dr. Mary Stokes,0
Dr. Rita Townsend,0
Brandon Holden,0
Glenn Taylor,1
Louis King,0
Dr. Simon Cooper,0
Ronald Moore,0
Stewart Thomas,1
Miss Frances Bull,1
Valerie Hall-Hughes,0
Harry Robinson,0
Anne Payne,0
Dr. Roger Law,0
Tina Day-Walker,1
Catherine James,0
Paul Hall-Allen,0
Adrian Evans,1
Christopher Little,0
Miss Jodie Gordon,0
Alex Lamb,1
Paul Fuller-Patel,1
Jessica Lawrence,0
Mrs. Sarah Murphy,1
Gail O'Brien-Oliver,1
Francesca Graham,0
Mr. Brian James,1
Matthew Howe-Freeman,1
Amy Barry-White,1
Deborah Barber,0
Ms. Sian Moore,1
Hannah Bennett,0
Tony Cooper-Clarke,0
Linda Cook,0
Mr. Tony Kelly,1
Mr. Josh Sharp,1
Ms. Nicola Coates,0
Janet Williams,0
Jenna King,0
Frances Reeves,0
Dr. Henry Lowe,1
Kelly Gibson,0
Miss Kim Parker,1
